Version,Release Date,New OS Supported,Release Notes
2.19.0,2026-09-18,"Ubuntu 26.04,riscv64 on EL10 and Ubuntu 24.04 and 26.04",`2.19.0 Release Notes <https://github.com/xcat2/xcat-core/wiki/XCAT_2.19_Release_Notes>`_
